0.000000000000000000e+00 2.562826714625729210e+02 8.263310613576634323e-01 2.449781986133133582e+00 3.984342338126297278e+01
0.000000000000000000e+00 1.280726093195212343e+02 1.701401376813298061e+00 2.145700133116603958e-01 3.542541929249654942e+01
0.000000000000000000e+00 1.363109345492624982e+02 1.757736006620539859e+00 -1.470111743656071557e+00 3.505239633846686331e+01
0.000000000000000000e+00 1.379345198893097404e+02 1.776277515174628840e+00 -1.863315327671322796e+00 3.460783230464804916e+01
0.000000000000000000e+00 2.246280743502956341e+02 8.771906617902009984e-01 9.592696096751116008e-02 3.521406082399071380e+01
0.000000000000000000e+00 2.196293463403125941e+02 1.018646953172748670e+00 -1.324710774236767641e+00 3.547796013734305376e+01
0.000000000000000000e+00 1.683587293994974061e+02 3.200871845996813847e-02 -1.441115714929727398e-01 2.611147086557241792e+01
0.000000000000000000e+00 9.214725360235793516e+01 1.740070450792653434e+00 1.194458892838015762e+00 2.431251266695727864e+01
0.000000000000000000e+00 9.225160858893632110e+01 1.855057127070992795e+00 -2.131727568156798203e+00 2.128962328188400477e+01
0.000000000000000000e+00 6.935894139211639242e+01 1.665835242376318526e+00 -2.095672693811546861e+00 1.990829532108802979e+01
0.000000000000000000e+00 1.555447810186804247e+02 9.697030142545315368e-01 1.500835253080013754e+00 2.491401824919791252e+01
0.000000000000000000e+00 1.628534846976615995e+02 8.161739573873343367e-01 -2.217411191507362656e+00 2.525682299966604205e+01
0.000000000000000000e+00 6.973249415297968312e+01 1.713726792147838518e+00 3.193564608540397920e-01 1.903432047500875512e+01
0.000000000000000000e+00 5.733879289395406431e+01 1.677222271139706899e+00 2.428723921477067726e+00 1.622604167168723777e+01
0.000000000000000000e+00 1.240423540521335894e+02 7.531936918739792208e-01 1.685882834387324725e-01 1.893284209019017439e+01
0.000000000000000000e+00 1.214012584664658334e+02 8.148541288053446907e-01 -1.021463146610853689e+00 1.881617728803803402e+01
0.000000000000000000e+00 1.081938679815948774e+02 8.510991369163747322e-01 2.114730193946179782e+00 1.687561906703225034e+01
0.000000000000000000e+00 1.242084073363994321e+02 8.029496059924147167e-01 3.009910673603263476e+00 1.920860937680549796e+01
0.000000000000000000e+00 1.188908336414746572e+02 8.046240339526765650e-01 -1.585086657538983257e-01 1.838574252487680738e+01
0.000000000000000000e+00 4.903422101395723587e+01 1.690630115206773088e+00 7.602950657073798135e-01 1.377555183660163785e+01
0.000000000000000000e+00 1.112257553602486411e+02 8.617047519991105631e-01 -2.662276609613558609e+00 1.738579458208301887e+01
0.000000000000000000e+00 9.185385812134109074e+01 8.395166388244418298e-01 -2.259617688719042228e+00 1.428177971277955827e+01
0.000000000000000000e+00 1.084201821381641935e+02 7.091176970149117853e-01 1.718596719511797044e+00 1.628075553151870736e+01
0.000000000000000000e+00 1.029254606864371482e+02 8.308819076870584963e-01 -3.088657448017544382e+00 1.599471767959878044e+01
0.000000000000000000e+00 4.776345298502410230e+01 1.642378247009839143e+00 -2.764513569599155396e+00 1.398286546060771407e+01
0.000000000000000000e+00 1.011984560019308361e+02 7.336006541539201731e-01 -2.061575554999369952e+00 1.535564874849557704e+01
0.000000000000000000e+00 5.183903868035442031e+01 1.809032352216441986e+00 -2.618960243671571764e+00 1.248515765974288350e+01
0.000000000000000000e+00 4.360515479781801673e+01 1.689157836476200547e+00 9.296786223431393603e-01 1.225735834036264293e+01
0.000000000000000000e+00 8.492382718946505804e+01 1.130202596273541943e-02 1.271994162757157598e+00 1.319884993918378413e+01
0.000000000000000000e+00 8.113756382634896624e+01 8.955594852972458275e-01 2.516805841431345669e+00 1.276771327696250324e+01
0.000000000000000000e+00 8.872585406620706294e+01 8.275474185031475027e-01 2.567028866658610742e+00 1.379897106730077283e+01
0.000000000000000000e+00 4.753099056329153882e+01 1.807690428698401686e+00 -2.770146476350689557e+00 1.147642870808457971e+01
0.000000000000000000e+00 8.469603013927549284e+01 9.141704089867701555e-01 3.130252950704324633e+00 1.339191470909628556e+01
0.000000000000000000e+00 8.341182179843082167e+01 8.402076126092762332e-01 6.735654586069054206e-01 1.297369936131155299e+01
0.000000000000000000e+00 8.412098455448592915e+01 6.736457152330448395e-01 2.111542831974118961e+00 1.243280429920266705e+01
0.000000000000000000e+00 7.699162389237234549e+01 9.485860102971991337e-01 1.569281778413752049e+00 1.228993690701129715e+01
0.000000000000000000e+00 8.149443362991870288e+01 7.137922657036713803e-01 7.999209003336869017e-01 1.227623748110932134e+01
0.000000000000000000e+00 7.916775006674050985e+01 8.942226788214066024e-01 2.461796812756294806e+00 1.245260296968294611e+01
0.000000000000000000e+00 8.074767267305158214e+01 7.463200503933523633e-01 1.889035739170096928e+00 1.230953144389795639e+01
0.000000000000000000e+00 7.418449507854467129e+01 1.293548485309679863e-01 1.793515571019541621e-01 1.138786416689779735e+01
0.000000000000000000e+00 7.302370744956402859e+01 1.372927735277362088e-02 1.054635642590486366e+00 1.134697176627243032e+01
0.000000000000000000e+00 7.951115691029656318e+01 8.501703201327716064e-01 -1.751691426570788357e+00 1.239901056587761374e+01
0.000000000000000000e+00 7.357580145718831943e+01 8.065899415815807050e-01 1.030732173007433694e-01 1.137925660014291473e+01
